2026-07-22 19:20:18,880 | INFO | app.nodes.validation | Validation Node started — 1 rows, 2 columns
2026-07-23 20:17:07,237 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-23 20:17:07,249 | INFO | app.nodes.planning_agent | Planning Agent Node started
2026-07-23 20:17:08,635 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-07-23 20:17:08,635 | INFO | groq._base_client | Retrying request to /openai/v1/chat/completions in 18.000000 seconds
2026-07-23 20:17:27,366 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-23 20:17:27,370 | INFO | app.nodes.planning_agent | Planning Agent Node completed — produced plan with 6 analyses and 6 charts
2026-07-23 20:17:27,380 | INFO | app.nodes.visualization | Executing Visualization Node...
2026-07-23 20:17:27,541 | INFO | app.nodes.statistics | Statistics Node completed — produced 6 analyses (0 unsupported).
2026-07-23 20:17:28,805 | INFO | app.nodes.visualization | Rendered chart [1]: line_chart -> outputs\charts\chart_1_line_chart.png
2026-07-23 20:17:30,443 | INFO | app.nodes.visualization | Rendered chart [2]: bar_chart -> outputs\charts\chart_2_bar_chart.png
2026-07-23 20:17:32,334 | INFO | app.nodes.visualization | Rendered chart [3]: bar_chart -> outputs\charts\chart_3_bar_chart.png
2026-07-23 20:17:33,165 | INFO | app.nodes.visualization | Rendered chart [4]: bar_chart -> outputs\charts\chart_4_bar_chart.png
2026-07-23 20:17:34,447 | INFO | app.nodes.visualization | Rendered chart [5]: bar_chart -> outputs\charts\chart_5_bar_chart.png
2026-07-23 20:17:35,463 | INFO | app.nodes.visualization | Rendered chart [6]: bar -> outputs\charts\chart_6_bar.png
2026-07-23 20:17:35,463 | INFO | app.nodes.visualization | Visualization Node completed — 6 generated, 0 failed.
2026-07-23 20:17:37,709 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-07-23 20:17:37,709 | INFO | groq._base_client | Retrying request to /openai/v1/chat/completions in 9.000000 seconds
2026-07-23 20:17:46,847 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 429 Too Many Requests"
2026-07-23 20:17:46,849 | INFO | groq._base_client | Retrying request to /openai/v1/chat/completions in 2.000000 seconds
2026-07-23 20:17:49,430 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-23 20:17:49,437 | INFO | app.nodes.report_generator | Report Generator Node started
2026-07-23 20:17:50,599 | INFO | app.nodes.report_generator | Report successfully compiled and saved to: outputs/reports\report_00c8b86d.pdf
2026-07-24 16:46:02,549 | INFO | app.nodes.file_loader | Attempting to load file: sample_data/Sales-Export_2019-2020.csv (Extension: .csv)
2026-07-24 16:46:02,592 | INFO | app.nodes.file_loader | Successfully read CSV using 'utf-8' encoding.
2026-07-24 16:46:02,727 | INFO | app.nodes.file_loader | Converted column 'date' to datetime (valid ratio: 100.00%).
2026-07-24 16:46:02,728 | INFO | app.nodes.file_loader | File successfully loaded into DataFrame. Dimensions: 1000 rows x 10 columns.
2026-07-24 16:46:02,730 | INFO | app.nodes.validation | Validation Node started — 1000 rows, 10 columns
2026-07-24 16:46:02,769 | INFO | app.nodes.validation | Validation complete — Health Score: 100.0/100 (Grade A)
2026-07-24 16:46:02,772 | INFO | app.nodes.cleaning | Starting data cleaning on dataset with 1000 rows and 10 columns.
2026-07-24 16:46:02,808 | INFO | app.nodes.cleaning | Data cleaning completed successfully. Rows: 1000 -> 1000. Columns converted: 0.
2026-07-24 16:46:02,810 | INFO | app.nodes.profiling | Profiling Node started — 1000 rows, 10 columns
2026-07-24 16:46:02,852 | INFO | app.nodes.profiling | Profiling complete — Analyzed 1 numeric, 8 categorical, and 1 datetime column(s).
2026-07-24 16:46:02,853 | INFO | app.nodes.planning_agent | Planning Agent Node started
2026-07-24 16:46:05,725 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-24 16:46:05,778 | INFO | app.nodes.planning_agent | Planning Agent Node completed — produced plan with 4 analyses and 6 charts
2026-07-24 16:46:05,784 | INFO | app.nodes.visualization | Executing Visualization Node...
2026-07-24 16:46:05,786 | WARNING | app.nodes.visualization | 'visualizations' key missing from state — defaulting to empty chart list.
2026-07-24 16:46:05,834 | INFO | app.nodes.statistics | Statistics Node completed — produced 4 analyses (0 unsupported).
2026-07-24 16:46:06,041 | WARNING | matplotlib.font_manager | findfont: Failed to find font weight medium, now using 400.
2026-07-24 16:46:06,755 | INFO | app.nodes.visualization | Rendered chart [1]: line -> outputs\charts\chart_1_line.png
2026-07-24 16:46:07,608 | INFO | app.nodes.visualization | Rendered chart [2]: bar -> outputs\charts\chart_2_bar.png
2026-07-24 16:46:08,388 | INFO | app.nodes.visualization | Rendered chart [3]: bar -> outputs\charts\chart_3_bar.png
2026-07-24 16:46:08,673 | INFO | app.nodes.visualization | Rendered chart [4]: bar -> outputs\charts\chart_4_bar.png
2026-07-24 16:46:09,168 | INFO | app.nodes.visualization | Rendered chart [5]: bar -> outputs\charts\chart_5_bar.png
2026-07-24 16:46:09,538 | INFO | app.nodes.visualization | Rendered chart [6]: bar -> outputs\charts\chart_6_bar.png
2026-07-24 16:46:09,538 | INFO | app.nodes.visualization | Visualization Node completed — 6 generated, 0 failed.
2026-07-24 16:46:11,951 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-24 16:46:13,877 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-24 16:46:13,897 | INFO | app.nodes.report_generator | Report Generator Node started
2026-07-24 16:46:15,188 | INFO | app.nodes.report_generator | Report successfully compiled and saved to: outputs/reports\report_69c3d85c.pdf
2026-07-24 16:58:29,555 | INFO | app.nodes.file_loader | Attempting to load file: sample_data/Advertising And Sales.csv (Extension: .csv)
2026-07-24 16:58:29,573 | INFO | app.nodes.file_loader | Successfully read CSV using 'utf-8' encoding.
2026-07-24 16:58:29,578 | INFO | app.nodes.file_loader | File successfully loaded into DataFrame. Dimensions: 200 rows x 5 columns.
2026-07-24 16:58:29,582 | INFO | app.nodes.validation | Validation Node started — 200 rows, 5 columns
2026-07-24 16:58:29,591 | INFO | app.nodes.validation | Validation complete — Health Score: 100.0/100 (Grade A)
2026-07-24 16:58:29,594 | INFO | app.nodes.cleaning | Starting data cleaning on dataset with 200 rows and 5 columns.
2026-07-24 16:58:29,598 | INFO | app.nodes.cleaning | Data cleaning completed successfully. Rows: 200 -> 200. Columns converted: 0.
2026-07-24 16:58:29,605 | INFO | app.nodes.profiling | Profiling Node started — 200 rows, 5 columns
2026-07-24 16:58:29,634 | INFO | app.nodes.profiling | Profiling complete — Analyzed 5 numeric, 0 categorical, and 0 datetime column(s).
2026-07-24 16:58:29,637 | INFO | app.nodes.planning_agent | Planning Agent Node started
2026-07-24 16:58:32,734 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-24 16:58:32,754 | INFO | app.nodes.planning_agent | Planning Agent Node completed — produced plan with 3 analyses and 5 charts
2026-07-24 16:58:32,758 | INFO | app.nodes.visualization | Executing Visualization Node...
2026-07-24 16:58:32,763 | WARNING | app.nodes.visualization | 'visualizations' key missing from state — defaulting to empty chart list.
2026-07-24 16:58:32,804 | INFO | app.nodes.statistics | Statistics Node completed — produced 3 analyses (0 unsupported).
2026-07-24 16:58:32,864 | WARNING | matplotlib.font_manager | findfont: Failed to find font weight medium, now using 400.
2026-07-24 16:58:33,145 | INFO | app.nodes.visualization | Rendered chart [1]: scatter -> outputs\charts\chart_1_scatter.png
2026-07-24 16:58:33,416 | INFO | app.nodes.visualization | Rendered chart [2]: scatter -> outputs\charts\chart_2_scatter.png
2026-07-24 16:58:33,694 | INFO | app.nodes.visualization | Rendered chart [3]: scatter -> outputs\charts\chart_3_scatter.png
2026-07-24 16:58:34,033 | INFO | app.nodes.visualization | Rendered chart [4]: histogram -> outputs\charts\chart_4_histogram.png
2026-07-24 16:58:34,395 | INFO | app.nodes.visualization | Rendered chart [5]: histogram -> outputs\charts\chart_5_histogram.png
2026-07-24 16:58:34,395 | INFO | app.nodes.visualization | Visualization Node completed — 5 generated, 0 failed.
2026-07-24 16:58:37,206 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-24 16:58:39,542 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-24 16:58:39,550 | INFO | app.nodes.report_generator | Report Generator Node started
2026-07-24 16:58:40,634 | INFO | app.nodes.report_generator | Report successfully compiled and saved to: outputs/reports\report_f479d6cd.pdf
2026-07-25 03:17:39,561 | INFO | app.nodes.file_loader | Attempting to load file: sample_data/Advertising And Sales.csv (Extension: .csv)
2026-07-25 03:17:39,595 | INFO | app.nodes.file_loader | Successfully read CSV using 'utf-8' encoding.
2026-07-25 03:17:39,608 | INFO | app.nodes.file_loader | File successfully loaded into DataFrame. Dimensions: 200 rows x 5 columns.
2026-07-25 03:17:39,610 | INFO | app.nodes.validation | Validation Node started — 200 rows, 5 columns
2026-07-25 03:17:39,635 | INFO | app.nodes.validation | Validation complete — Health Score: 100.0/100 (Grade A)
2026-07-25 03:17:39,645 | INFO | app.nodes.cleaning | Starting data cleaning on dataset with 200 rows and 5 columns.
2026-07-25 03:17:39,654 | INFO | app.nodes.cleaning | Data cleaning completed successfully. Rows: 200 -> 200. Columns converted: 0.
2026-07-25 03:17:39,657 | INFO | app.nodes.profiling | Profiling Node started — 200 rows, 5 columns
2026-07-25 03:17:39,706 | INFO | app.nodes.profiling | Profiling complete — Analyzed 5 numeric, 0 categorical, and 0 datetime column(s).
2026-07-25 03:17:39,708 | INFO | app.nodes.planning_agent | Planning Agent Node started
2026-07-25 03:17:42,428 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-25 03:17:42,466 | INFO | app.nodes.planning_agent | Planning Agent Node completed — produced plan with 3 analyses and 5 charts
2026-07-25 03:17:42,487 | INFO | app.nodes.visualization | Executing Visualization Node...
2026-07-25 03:17:42,503 | WARNING | app.nodes.visualization | 'visualizations' key missing from state — defaulting to empty chart list.
2026-07-25 03:17:42,540 | INFO | app.nodes.statistics | Statistics Node completed — produced 3 analyses (0 unsupported).
2026-07-25 03:17:42,770 | WARNING | matplotlib.font_manager | findfont: Failed to find font weight medium, now using 400.
2026-07-25 03:17:43,545 | INFO | app.nodes.visualization | Rendered chart [1]: scatter -> outputs\charts\chart_1_scatter.png
2026-07-25 03:17:44,171 | INFO | app.nodes.visualization | Rendered chart [2]: scatter -> outputs\charts\chart_2_scatter.png
2026-07-25 03:17:44,470 | INFO | app.nodes.visualization | Rendered chart [3]: scatter -> outputs\charts\chart_3_scatter.png
2026-07-25 03:17:44,815 | INFO | app.nodes.visualization | Rendered chart [4]: quantile_hist -> outputs\charts\chart_4_quantile_hist.png
2026-07-25 03:17:45,220 | INFO | app.nodes.visualization | Rendered chart [5]: quantile_hist -> outputs\charts\chart_5_quantile_hist.png
2026-07-25 03:17:45,220 | INFO | app.nodes.visualization | Visualization Node completed — 5 generated, 0 failed.
2026-07-25 03:17:47,236 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-25 03:17:49,015 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-25 03:17:49,024 | INFO | app.nodes.report_generator | Report Generator Node started
2026-07-25 03:17:49,904 | INFO | app.nodes.report_generator | Report successfully compiled and saved to: outputs/reports\report_6e606c8c.pdf
2026-07-25 10:58:26,196 | INFO | app.nodes.file_loader | Attempting to load file: sample_data/Advertising And Sales.csv (Extension: .csv)
2026-07-25 10:58:26,213 | INFO | app.nodes.file_loader | Successfully read CSV using 'utf-8' encoding.
2026-07-25 10:58:26,224 | INFO | app.nodes.file_loader | File successfully loaded into DataFrame. Dimensions: 200 rows x 5 columns.
2026-07-25 10:58:26,229 | INFO | app.nodes.validation | Validation Node started — 200 rows, 5 columns
2026-07-25 10:58:26,252 | INFO | app.nodes.validation | Validation complete — Health Score: 100.0/100 (Grade A)
2026-07-25 10:58:26,253 | INFO | app.nodes.cleaning | Starting data cleaning on dataset with 200 rows and 5 columns.
2026-07-25 10:58:26,261 | INFO | app.nodes.cleaning | Data cleaning completed successfully. Rows: 200 -> 200. Columns converted: 0.
2026-07-25 10:58:26,266 | INFO | app.nodes.profiling | Profiling Node started — 200 rows, 5 columns
2026-07-25 10:58:26,276 | INFO | app.nodes.profiling | Excluded identifier columns from numeric analysis: ['ID']
2026-07-25 10:58:26,297 | INFO | app.nodes.profiling | Profiling complete — Analyzed 4 numeric, 0 categorical, 0 datetime column(s), and excluded 1 identifier column(s).
2026-07-25 10:58:26,299 | INFO | app.nodes.planning_agent | Planning Agent Node started
2026-07-25 10:58:29,308 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-25 10:58:29,352 | INFO | app.nodes.planning_agent | Planning Agent Node completed — produced plan with 4 analyses and 6 charts
2026-07-25 10:58:29,356 | INFO | app.nodes.visualization | Executing Visualization Node...
2026-07-25 10:58:29,358 | WARNING | app.nodes.visualization | 'visualizations' key missing from state — defaulting to empty chart list.
2026-07-25 10:58:29,394 | INFO | app.nodes.statistics | Statistics Node completed — produced 4 analyses (0 unsupported).
2026-07-25 10:58:29,494 | WARNING | matplotlib.font_manager | findfont: Failed to find font weight medium, now using 400.
2026-07-25 10:58:29,931 | INFO | app.nodes.visualization | Rendered chart [1]: scatter -> outputs\charts\chart_1_scatter.png
2026-07-25 10:58:30,636 | INFO | app.nodes.visualization | Rendered chart [2]: scatter -> outputs\charts\chart_2_scatter.png
2026-07-25 10:58:31,030 | INFO | app.nodes.visualization | Rendered chart [3]: scatter -> outputs\charts\chart_3_scatter.png
2026-07-25 10:58:31,785 | INFO | app.nodes.visualization | Rendered chart [4]: quantile_hist -> outputs\charts\chart_4_quantile_hist.png
2026-07-25 10:58:32,365 | INFO | app.nodes.visualization | Rendered chart [5]: quantile_hist -> outputs\charts\chart_5_quantile_hist.png
2026-07-25 10:58:32,517 | WARNING | matplotlib.font_manager | findfont: Failed to find font weight medium, now using 400.
2026-07-25 10:58:33,335 | INFO | app.nodes.visualization | Rendered chart [6]: correlation_heatmap -> outputs\charts\chart_6_correlation_heatmap.png
2026-07-25 10:58:33,337 | INFO | app.nodes.visualization | Visualization Node completed — 6 generated, 0 failed.
2026-07-25 10:58:35,475 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-25 10:58:38,274 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-25 10:58:41,043 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-25 10:58:45,043 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-25 10:58:45,050 | ERROR | app.node_wrapper | Node 'narrative_agent' failed: NarrativeAgentError: Narrative Agent failed after retries: Failed to parse ExecutiveNarrative from completion {"business_story": "Our analysis reveals a strong positive correlation between TV advertising spend and Sales, with a correlation coefficient of 0.783, indicating that increased TV advertising spend is associated with higher Sales. The average TV advertising spend is 147.03, with a wide range of spending across the 200 observations. In contrast, the correlation between Radio advertising spend and Sales is moderate, at 0.575. Newspaper advertising spend has a relatively weak correlation with Sales, at 0.227. The average Sales value is 14.04, with a relatively consistent level of Sales across the 200 observations.", "column_intelligence": [{"column": "TV", "importance": "High", "confidence": "High"}, {"column": "Sales", "importance": "High", "confidence": "High"}, {"column": "Radio", "importance": "Medium", "confidence": "Medium"}, {"column": "Newspaper", "importance": "Low", "confidence": "Low"}, {"column": "ID", "importance": "None", "confidence": "N/A"}], "opportunities": ["Increase TV advertising spend to potentially increase Sales", "Optimize Radio advertising spend to maximize its moderate positive relationship with Sales", "Investigate ways to improve the effectiveness of Newspaper advertising spend"], "risks": ["Over-spending on TV advertising without a corresponding increase in Sales", "Under-utilizing Radio advertising spend, potentially missing out on sales opportunities", "Failing to address the weak correlation between Newspaper advertising spend and Sales"]}. Got: 21 validation errors for ExecutiveNarrative
column_intelligence.0.purpose
  Field required [type=missing, input_value={'column': 'TV', 'importa...', 'confidence': 'High'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.0.business_interpretation
  Field required [type=missing, input_value={'column': 'TV', 'importa...', 'confidence': 'High'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.0.risk_note
  Field required [type=missing, input_value={'column': 'TV', 'importa...', 'confidence': 'High'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.1.purpose
  Field required [type=missing, input_value={'column': 'Sales', 'impo...', 'confidence': 'High'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.1.business_interpretation
  Field required [type=missing, input_value={'column': 'Sales', 'impo...', 'confidence': 'High'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.1.risk_note
  Field required [type=missing, input_value={'column': 'Sales', 'impo...', 'confidence': 'High'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.2.purpose
  Field required [type=missing, input_value={'column': 'Radio', 'impo... 'confidence': 'Medium'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.2.business_interpretation
  Field required [type=missing, input_value={'column': 'Radio', 'impo... 'confidence': 'Medium'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.2.risk_note
  Field required [type=missing, input_value={'column': 'Radio', 'impo... 'confidence': 'Medium'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.3.purpose
  Field required [type=missing, input_value={'column': 'Newspaper', '...w', 'confidence': 'Low'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.3.business_interpretation
  Field required [type=missing, input_value={'column': 'Newspaper', '...w', 'confidence': 'Low'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.3.risk_note
  Field required [type=missing, input_value={'column': 'Newspaper', '...w', 'confidence': 'Low'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.4.purpose
  Field required [type=missing, input_value={'column': 'ID', 'importa...e', 'confidence': 'N/A'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.4.business_interpretation
  Field required [type=missing, input_value={'column': 'ID', 'importa...e', 'confidence': 'N/A'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.4.risk_note
  Field required [type=missing, input_value={'column': 'ID', 'importa...e', 'confidence': 'N/A'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
opportunities.0
  Input should be a valid dictionary or instance of Opportunity [type=model_type, input_value='Increase TV advertising ...entially increase Sales', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/model_type
opportunities.1
  Input should be a valid dictionary or instance of Opportunity [type=model_type, input_value='Optimize Radio advertisi...relationship with Sales', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/model_type
opportunities.2
  Input should be a valid dictionary or instance of Opportunity [type=model_type, input_value='Investigate ways to impr...paper advertising spend', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/model_type
risks.0
  Input should be a valid dictionary or instance of Risk [type=model_type, input_value='Over-spending on TV adve...nding increase in Sales', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/model_type
risks.1
  Input should be a valid dictionary or instance of Risk [type=model_type, input_value='Under-utilizing Radio ad... on sales opportunities', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/model_type
risks.2
  Input should be a valid dictionary or instance of Risk [type=model_type, input_value='Failing to address the w...rtising spend and Sales', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/model_type
For troubleshooting, visit: https://docs.langchain.com/oss/python/langchain/errors/OUTPUT_PARSING_FAILURE 
2026-07-25 11:08:40,272 | INFO | app.nodes.file_loader | Attempting to load file: sample_data/Advertising And Sales.csv (Extension: .csv)
2026-07-25 11:08:40,274 | INFO | app.nodes.file_loader | Successfully read CSV using 'utf-8' encoding.
2026-07-25 11:08:40,278 | INFO | app.nodes.file_loader | File successfully loaded into DataFrame. Dimensions: 200 rows x 5 columns.
2026-07-25 11:08:40,280 | INFO | app.nodes.validation | Validation Node started — 200 rows, 5 columns
2026-07-25 11:08:40,285 | INFO | app.nodes.validation | Validation complete — Health Score: 100.0/100 (Grade A)
2026-07-25 11:08:40,292 | INFO | app.nodes.cleaning | Starting data cleaning on dataset with 200 rows and 5 columns.
2026-07-25 11:08:40,296 | INFO | app.nodes.cleaning | Data cleaning completed successfully. Rows: 200 -> 200. Columns converted: 0.
2026-07-25 11:08:40,303 | INFO | app.nodes.profiling | Profiling Node started — 200 rows, 5 columns
2026-07-25 11:08:40,312 | INFO | app.nodes.profiling | Excluded identifier columns from numeric analysis: ['ID']
2026-07-25 11:08:40,340 | INFO | app.nodes.profiling | Profiling complete — Analyzed 4 numeric, 0 categorical, 0 datetime column(s), and excluded 1 identifier column(s).
2026-07-25 11:08:40,344 | INFO | app.nodes.planning_agent | Planning Agent Node started
2026-07-25 11:08:43,777 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-25 11:08:43,873 | INFO | app.nodes.planning_agent | Planning Agent Node completed — produced plan with 3 analyses and 5 charts
2026-07-25 11:08:43,882 | INFO | app.nodes.visualization | Executing Visualization Node...
2026-07-25 11:08:43,887 | WARNING | app.nodes.visualization | 'visualizations' key missing from state — defaulting to empty chart list.
2026-07-25 11:08:43,931 | INFO | app.nodes.statistics | Statistics Node completed — produced 3 analyses (0 unsupported).
2026-07-25 11:08:44,047 | WARNING | matplotlib.font_manager | findfont: Failed to find font weight medium, now using 400.
2026-07-25 11:08:44,506 | INFO | app.nodes.visualization | Rendered chart [1]: scatter -> outputs\charts\chart_1_scatter.png
2026-07-25 11:08:44,818 | INFO | app.nodes.visualization | Rendered chart [2]: scatter -> outputs\charts\chart_2_scatter.png
2026-07-25 11:08:45,138 | INFO | app.nodes.visualization | Rendered chart [3]: scatter -> outputs\charts\chart_3_scatter.png
2026-07-25 11:08:45,572 | INFO | app.nodes.visualization | Rendered chart [4]: quantile_hist -> outputs\charts\chart_4_quantile_hist.png
2026-07-25 11:08:45,979 | INFO | app.nodes.visualization | Rendered chart [5]: quantile_hist -> outputs\charts\chart_5_quantile_hist.png
2026-07-25 11:08:45,979 | INFO | app.nodes.visualization | Visualization Node completed — 5 generated, 0 failed.
2026-07-25 11:08:48,563 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-25 11:08:51,283 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-25 11:08:53,924 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-25 11:08:58,123 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-25 11:08:58,130 | ERROR | app.node_wrapper | Node 'narrative_agent' failed: NarrativeAgentError: Narrative Agent failed after retries: Failed to parse ExecutiveNarrative from completion {"business_story": "Our analysis reveals that TV advertising spend has a strong positive correlation with Sales, indicating that increased investment in TV ads is associated with higher sales. The average TV advertising spend is 147.0325, with a wide range of spending, suggesting opportunities for optimization. Radio advertising also shows a relatively strong correlation with Sales, although not as strong as TV. Newspaper advertising has a weaker correlation with Sales but exhibits significant variability in spending, with 2 outliers detected. These insights suggest that TV and Radio advertising are key drivers of Sales, while Newspaper advertising may require more targeted strategies.", "column_intelligence": [{"column": "TV", "importance": "High", "confidence": "High", "correlation": 0.7832}, {"column": "Radio", "importance": "Medium", "confidence": "Medium", "correlation": 0.5749}, {"column": "Newspaper", "importance": "Low", "confidence": "Low", "correlation": 0.2269}, {"column": "Sales", "importance": "High", "confidence": "High", "correlation": "Target variable"}, {"column": "ID", "importance": "None", "confidence": "None", "correlation": "Identifier"}], "opportunities": ["Optimize TV advertising spend to maximize Sales", "Invest in Radio advertising to drive Sales growth", "Develop targeted Newspaper advertising strategies to improve effectiveness"], "risks": ["Inefficient allocation of TV advertising spend may lead to reduced Sales", "Overreliance on Radio advertising may limit Sales growth potential", "Failure to address Newspaper advertising outliers may result in wasted spend"]}. Got: 21 validation errors for ExecutiveNarrative
column_intelligence.0.purpose
  Field required [type=missing, input_value={'column': 'TV', 'importa..., 'correlation': 0.7832}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.0.business_interpretation
  Field required [type=missing, input_value={'column': 'TV', 'importa..., 'correlation': 0.7832}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.0.risk_note
  Field required [type=missing, input_value={'column': 'TV', 'importa..., 'correlation': 0.7832}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.1.purpose
  Field required [type=missing, input_value={'column': 'Radio', 'impo..., 'correlation': 0.5749}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.1.business_interpretation
  Field required [type=missing, input_value={'column': 'Radio', 'impo..., 'correlation': 0.5749}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.1.risk_note
  Field required [type=missing, input_value={'column': 'Radio', 'impo..., 'correlation': 0.5749}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.2.purpose
  Field required [type=missing, input_value={'column': 'Newspaper', '..., 'correlation': 0.2269}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.2.business_interpretation
  Field required [type=missing, input_value={'column': 'Newspaper', '..., 'correlation': 0.2269}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.2.risk_note
  Field required [type=missing, input_value={'column': 'Newspaper', '..., 'correlation': 0.2269}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.3.purpose
  Field required [type=missing, input_value={'column': 'Sales', 'impo...ion': 'Target variable'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.3.business_interpretation
  Field required [type=missing, input_value={'column': 'Sales', 'impo...ion': 'Target variable'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.3.risk_note
  Field required [type=missing, input_value={'column': 'Sales', 'impo...ion': 'Target variable'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.4.purpose
  Field required [type=missing, input_value={'column': 'ID', 'importa...relation': 'Identifier'}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
column_intelligence.4.business_interpretation
  Field required [type=missing, input_value={'column': 'ID', 'importa...relation': 'Identifier'}, input_type=dict]
