country, order_value_EUR , cost ,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
UK,10/25/2238,102590.33,"Monday, November 18, 2019",Smartphones,Johns and Sons,Jessamine Apark,Jay Morefield,PC,76-2146784
Sweden,7/9/2001,31304.04,"Monday, March 11, 2019",Beauty,McGlynn-Prosacco,Maxie Marrow,Anita Woakes,PC,19-3129154
France,8/13/2266,116886.15,"Saturday, August 1, 2020",Books,"Keeling, Monahan and Pollich",Othello Bowes,Avrit Chanders,Mobile,79-0973971
France,4/19/2073,53645.57,"Friday, April 10, 2020",Appliances,"Schowalter, Lesch and Beahan",Othello Bowes,Avrit Chanders,Mobile,65-5376517
France,11/5/2650,227950.25,"Wednesday, December 9, 2020",Outdoors,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,Mobile,80-5258827
Luxembourg,10/6/2756,270401.71,"Thursday, December 12, 2019",Beauty,Altenwerth-Konopelski,Ilsa Kob,Jocelyn Laurentino,Tablet,98-5257166
France,3/27/2226,100710.8,"Tuesday, August 20, 2019",Beauty,Johns and Sons,Othello Bowes,Ora Grennan,PC,19-5610175
France,11/16/2343,133979.06,"Tuesday, April 14, 2020",Beauty,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC,94-3509391
Ireland,3/26/2080,52487.39,"Saturday, January 12, 2019",Electronics,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Palm Wetherald,PC,43-5417299
France,3/25/2394,148852.74,"Thursday, December 26, 2019",Books,Franecki-White,Othello Bowes,Amelina Piscopiello,PC,68-6141868
UK,5/12/2171,84217.94,"Saturday, April 4, 2020",Clothing,Johns and Sons,Jessamine Apark,Winny Agnolo,PC,29-8979189
Portugal,8/7/2370,146702.99,"Sunday, October 13, 2019",Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,58-9821508
Denmark,3/22/1973,22600.32,"Sunday, November 10, 2019",Appliances,Larkin-Collier,Modestia Byfford,Case Desorts,PC,49-1493117
Portugal,1/20/2111,65894.69,"Sunday, May 17, 2020",Other,"Rowe, Hermiston and Kessler",Celine Tumasian,Aurelie Wren,PC,51-5334556
France,4/20/2139,69363.81,"Thursday, December 26, 2019",Electronics,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC,79-3154360
France,7/16/2030,40575.85,"Monday, July 8, 2019",Clothing,Dibbert Inc,Othello Bowes,Crysta Halls,PC,11-6024248
Finland,3/5/1976,23517.55,"Friday, September 6, 2019",Games,McClure Inc,Hube Corey,Wat Bowkley,PC,61-4610981
Portugal,8/17/2191,86928.03,"Thursday, March 21, 2019",Clothing,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Smitty Culverhouse,PC,12-4509008
France,8/20/2288,112948.11,"Saturday, April 25, 2020",Books,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,46-5576111
Ireland,10/27/2518,180455.31,"Thursday, July 18, 2019",Accessories,"Schowalter, Lesch and Beahan",Glenine Suttaby,Palm Wetherald,PC,44-6718687
Italy,2/5/2021,38880.67,"Thursday, February 20, 2020",Books,Johns and Sons,Piggy Roscrigg,Joshua Prevost,Tablet,67-7432229
Ireland,7/22/2270,117492.58,"Thursday, January 17, 2019",Games,Tillman and Sons,Glenine Suttaby,Palm Wetherald,PC,17-4401585
France,2/4/2643,231514.37,"Monday, December 9, 2019",Clothing,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,Tablet,56-9241023
Portugal,12/5/2242,108269.2,"Monday, February 17, 2020",Smartphones,"Murray, Reichel and Nolan",Celine Tumasian,Corene Shirer,PC,90-2194359
Sweden,5/4/1941,12113.68,"Wednesday, February 20, 2019",Games,"Murray, Reichel and Nolan",Maxie Marrow,Tarrah Castelletti,PC,89-2424262
France,5/26/2332,134148.15,"Friday, January 31, 2020",Games,"Schowalter, Lesch and Beahan",Othello Bowes,Amelina Piscopiello,PC,30-2982340
Portugal,9/30/2075,52837.14,"Sunday, April 12, 2020",Appliances,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,10-4704941
Sweden,5/8/2328,128494.86,"Sunday, October 4, 2020",Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC,48-3484986
Finland,10/16/2046,45589.74,"Friday, January 3, 2020",Appliances,Kihn Inc,Hube Corey,Wat Bowkley,PC,84-4478396
Finland,12/3/2348,138208.53,"Thursday, May 30, 2019",Appliances,Friesen-Rath,Hube Corey,Wat Bowkley,Tablet,28-0849652
Sweden,3/24/2370,136574.45,"Friday, November 20, 2020",Games,Walter LLC,Maxie Marrow,Madelon Bront,PC,74-0214938
France,6/19/1971,22339.75,"Monday, August 31, 2020",Appliances,"Fisher, Morar and Skiles",Othello Bowes,Ora Grennan,Tablet,89-0187996
Portugal,3/23/2284,115708.14,"Friday, September 4, 2020",Appliances,Hegmann Group,Celine Tumasian,Corene Shirer,PC,65-8218141
Sweden,1/14/1992,26614.6,"Tuesday, April 7, 2020",Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,PC,49-8489293
Portugal,5/18/2414,160031.46,"Wednesday, June 26, 2019",Accessories,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,91-8142232
Finland,2/5/2014,33765.09,"Tuesday, June 25, 2019",Beauty,"Hamill, Kulas and Roob",Hube Corey,Wat Bowkley,PC,75-5380350
Portugal,8/19/1995,28017.42,"Friday, November 1, 2019",Appliances,Kihn Inc,Celine Tumasian,Smitty Culverhouse,PC,35-4551515
Finland,6/7/2250,105800.56,"Tuesday, September 1, 2020",Books,Hegmann Group,Hube Corey,Mellicent Mattys,PC,73-2763209
Portugal,4/13/2345,130402.89,"Friday, September 27, 2019",Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,PC,56-0800364
Portugal,7/4/2011,35669.83,"Sunday, September 22, 2019",Beauty,Romaguera-Haley,Celine Tumasian,Hortense Gerring,Mobile,42-7027181
Finland,4/21/2704,254079.32,"Friday, June 5, 2020",Games,West-Cummings,Hube Corey,Wat Bowkley,PC,29-0601002
Sweden,7/22/2058,48693.55,"Wednesday, September 11, 2019",Games,"Murray, Reichel and Nolan",Maxie Marrow,Alyosha Meah,PC,90-2797129
UK,3/1/2075,56032.84,"Tuesday, October 22, 2019",Games,Schoen-Keeling,Jessamine Apark,Genevra Charrisson,PC,27-3437546
France,12/17/2179,83379.43,"Thursday, November 12, 2020",Smartphones,Rath-Schroeder,Othello Bowes,Avrit Chanders,PC,78-3726363
Finland,9/10/2193,86665,"Sunday, August 23, 2020",Games,Johns and Sons,Hube Corey,Wat Bowkley,PC,78-8990131
Austria,11/16/2039,40739.77,"Thursday, March 12, 2020",Electronics,Smith Group,Orsa Geekin,Bank Coumbe,PC,85-2223377
Sweden,1/30/2180,81706.95,"Thursday, August 22, 2019",Beauty,"Rowe, Hermiston and Kessler",Maxie Marrow,Alyosha Meah,PC,73-9246627
France,10/24/2294,115262.94,"Sunday, November 8, 2020",Books,McClure Inc,Othello Bowes,Amelina Piscopiello,PC,56-7910696
France,1/23/1999,30579.07,"Sunday, August 9, 2020",Books,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Avrit Chanders,Mobile,91-4296427
UK,10/15/2030,39234.95,"Wednesday, May 29, 2019",Beauty,Dibbert Inc,Jessamine Apark,Genevra Charrisson,PC,70-8181545
Spain,7/26/2020,36252.34,"Friday, January 24, 2020",Electronics,Corwin and Sons,Emalia Dinse,Manuel Goudie,PC,94-0775004
Sweden,11/17/2218,95190.38,"Friday, January 31, 2020",Outdoors,"Hermiston, Simonis and Wisoky",Maxie Marrow,Caro Morfield,PC,89-3466746
UK,11/5/2523,199010.01,"Monday, July 20, 2020",Electronics,"Keeling, Monahan and Pollich",Jessamine Apark,Jay Morefield,PC,11-5257937
Sweden,11/16/2083,55764.6,"Friday, September 20, 2019",Electronics,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Tarrah Castelletti,PC,22-7587128
Ireland,6/14/2360,142665.42,"Wednesday, April 29, 2020",Clothing,Walter LLC,Glenine Suttaby,Bunnie Tonbridge,PC,36-7597839
Sweden,8/29/2016,35755.54,"Thursday, March 12, 2020",Clothing,Walter LLC,Maxie Marrow,Tarrah Castelletti,Mobile,16-2824654
Sweden,11/17/2355,143896.01,"Thursday, August 27, 2020",Accessories,Labadie and Sons,Maxie Marrow,Madelon Bront,PC,49-1743669
Spain,10/13/2259,115325.33,"Sunday, November 15, 2020",Electronics,McClure Inc,Emalia Dinse,Bertha Walbrook,PC,48-7252604
Portugal,5/2/2264,108600.06,"Wednesday, October 28, 2020",Outdoors,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,PC,07-1769568
Finland,7/3/2393,147354.39,"Monday, June 3, 2019",Electronics,"Hartmann, Hane and Pfannerstill",Hube Corey,Mellicent Mattys,PC,57-5645459
Portugal,8/30/2031,42040.96,"Thursday, March 19, 2020",Books,Kihn Inc,Celine Tumasian,Corene Shirer,PC,13-0740797
Sweden,6/1/2361,136981.36,"Saturday, May 16, 2020",Appliances,West-Cummings,Maxie Marrow,Tarrah Castelletti,PC,34-9966345
Sweden,9/16/2000,30546.5,"Saturday, August 31, 2019",Appliances,Johns and Sons,Maxie Marrow,Anita Woakes,PC,91-6738094
Ireland,2/3/2246,104692.08,"Sunday, October 4, 2020",Smartphones,Dibbert Inc,Glenine Suttaby,Bunnie Tonbridge,PC,32-9007470
Portugal,11/11/2036,42927.03,"Saturday, January 4, 2020",Electronics,"Rowe, Hermiston and Kessler",Celine Tumasian,Smitty Culverhouse,PC,68-6382353
Sweden,4/28/2000,30491.51,"Friday, November 20, 2020",Clothing,Larkin-Collier,Maxie Marrow,Caro Morfield,PC,88-5406813
Sweden,6/23/2215,94336.18,"Wednesday, May 15, 2019",Beauty,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,PC,42-2765593
Finland,11/6/2321,131336.73,"Saturday, September 5, 2020",Books,"Lueilwitz, Kerluke and Lesch",Hube Corey,Wat Bowkley,PC,76-0724533
Bulgaria,12/5/2119,65836.96,"Wednesday, September 23, 2020",Games,"Hermiston, Simonis and Wisoky",Charil Alpe,Bernadine Fullagar,PC,45-3965395
Portugal,4/29/2173,84128.53,"Wednesday, May 15, 2019",Appliances,Romaguera-Haley,Celine Tumasian,Aurelie Wren,PC,46-6126203
Finland,4/17/2264,113351.32,"Sunday, May 3, 2020",Other,Romaguera-Dietrich,Hube Corey,Wat Bowkley,PC,27-7554919
Ireland,12/30/2120,64422.19,"Saturday, February 9, 2019",Appliances,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,PC,59-1230573
France,12/16/2240,107012.89,"Saturday, July 18, 2020",Books,"Dickinson, Hyatt and Berge",Othello Bowes,Maighdiln Upcraft,PC,45-2229786
Sweden,2/8/2085,56191.95,"Wednesday, October 30, 2019",Clothing,Kihn Inc,Maxie Marrow,Caro Morfield,PC,62-7218897
France,6/25/2263,105039.91,"Tuesday, January 7, 2020",Beauty,"Swaniawski, Runolfsson and Green",Othello Bowes,Crysta Halls,PC,55-4161787
France,10/20/2386,155079.51,"Thursday, July 18, 2019",Other,Larkin-Collier,Othello Bowes,Amelina Piscopiello,PC,56-2537757
Bulgaria,12/12/2170,80367.88,"Monday, October 12, 2020",Accessories,Wyman Group,Charil Alpe,Bernadine Fullagar,PC,20-0021649
Bulgaria,7/26/2246,103683.73,"Monday, February 17, 2020",Beauty,"Rowe, Hermiston and Kessler",Charil Alpe,Bernadine Fullagar,PC,93-2627296
Portugal,9/6/2288,119193.91,"Wednesday, September 18, 2019",Beauty,Friesen and Sons,Celine Tumasian,Hortense Gerring,PC,56-2408571
Ireland,1/19/2358,147074.77,"Monday, May 6, 2019",Outdoors,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Bunnie Tonbridge,PC,80-3206606
France,11/1/2266,116741.92,"Tuesday, January 15, 2019",Clothing,Kihn Inc,Othello Bowes,Amelina Piscopiello,PC,48-3190394
France,8/16/2150,74916.36,"Monday, September 9, 2019",Clothing,Kihn Inc,Othello Bowes,Ora Grennan,PC,38-6130023
UK,11/18/2299,117822.61,"Monday, October 7, 2019",Clothing,"Hartmann, Hane and Pfannerstill",Jessamine Apark,Winny Agnolo,Tablet,38-2969743
Sweden,12/26/2210,91641.27,"Tuesday, February 19, 2019",Outdoors,Labadie and Sons,Maxie Marrow,Tarrah Castelletti,Mobile,48-8166416
Ireland,6/5/2271,116764.68,"Saturday, May 2, 2020",Beauty,Corwin and Sons,Glenine Suttaby,Palm Wetherald,PC,33-4102367
Portugal,7/9/2211,91104.81,"Tuesday, October 8, 2019",Books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,PC,44-5240815
France,3/3/2205,94130.4,"Thursday, September 3, 2020",Outdoors,Romaguera-Dietrich,Othello Bowes,Avrit Chanders,Tablet,70-9378988
UK,2/18/1995,27475.84,"Sunday, September 27, 2020",Smartphones,Wiza and Sons,Jessamine Apark,Genevra Charrisson,Tablet,84-9385946
UK,12/5/2275,108732.98,"Friday, September 4, 2020",Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,PC,00-1210718
Portugal,10/15/2305,123030.97,"Tuesday, September 10, 2019",Clothing,Corwin and Sons,Celine Tumasian,Brynn Dempster,PC,92-7917751
Portugal,6/25/2335,139923.25,"Saturday, October 24, 2020",Smartphones,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,91-3344544
Sweden,5/8/2300,117916.94,"Sunday, October 18, 2020",Smartphones,"Farrell, Swaniawski and Crist",Maxie Marrow,Alyosha Meah,PC,28-1840061
Portugal,10/14/2451,166127.05,"Wednesday, June 10, 2020",Outdoors,Connelly-Mohr,Celine Tumasian,Brynn Dempster,PC,20-7532198
Portugal,2/4/2563,213104.91,"Tuesday, July 2, 2019",Accessories,"Schowalter, Lesch and Beahan",Celine Tumasian,Smitty Culverhouse,PC,96-7618409
Luxembourg,1/2/2372,139986.9,"Sunday, January 27, 2019",Clothing,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,PC,47-8186791
Belgium,3/4/2317,128478.86,"Wednesday, November 20, 2019",Games,"Swaniawski, Runolfsson and Green",Lambert Norheny,Collin Mackness,PC,61-8262308
Portugal,3/27/2276,117658.4,"Friday, May 15, 2020",Games,Hane Inc,Celine Tumasian,Smitty Culverhouse,Mobile,39-1945268
France,1/22/2085,54920.21,"Thursday, September 26, 2019",Other,"Rowe, Hermiston and Kessler",Othello Bowes,Amelina Piscopiello,PC,70-1769929
Luxembourg,2/16/2097,56996.99,"Thursday, January 17, 2019",Appliances,McGlynn-Prosacco,Ilsa Kob,Jocelyn Laurentino,PC,65-0414599
France,11/10/2337,126453.61,"Saturday, September 12, 2020",Beauty,McGlynn-Prosacco,Othello Bowes,Ora Grennan,Mobile,44-0517932
France,6/27/2078,53113.45,"Friday, October 4, 2019",Beauty,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,PC,74-1131921
Portugal,7/1/2188,89779.02,"Tuesday, February 18, 2020",Electronics,Stehr LLC,Celine Tumasian,Brynn Dempster,PC,74-8625042
UK,7/5/2127,68148.18,"Friday, March 22, 2019",Clothing,Corwin and Sons,Jessamine Apark,Jay Morefield,Tablet,36-0185776
Sweden,6/7/2282,113212.32,"Saturday, January 18, 2020",Games,Tromp LLC,Maxie Marrow,Anita Woakes,PC,98-4157323
France,1/10/2122,64316.75,"Tuesday, September 8, 2020",Games,"Murray, Reichel and Nolan",Othello Bowes,Avrit Chanders,PC,36-8783637
Bulgaria,6/10/2149,74089.48,"Wednesday, June 24, 2020",Appliances,Stehr LLC,Charil Alpe,Shermy McGready,PC,34-0286364
Luxembourg,3/5/2029,40576.89,"Friday, February 21, 2020",Smartphones,Kirlin and Sons,Ilsa Kob,Jocelyn Laurentino,PC,82-0533747
Finland,6/30/2343,138237.92,"Monday, June 8, 2020",Appliances,Romaguera-Dietrich,Hube Corey,Mellicent Mattys,PC,59-9184649
Sweden,2/4/2219,92119.67,"Tuesday, May 5, 2020",Clothing,Johns and Sons,Maxie Marrow,Anita Woakes,PC,03-3136289
Portugal,12/2/2279,111414.1,"Sunday, May 10, 2020",Appliances,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,79-6676714
France,4/26/2306,128845.63,"Sunday, October 27, 2019",Electronics,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,82-1082124
Netherlands,7/5/2278,120277.3,"Friday, August 9, 2019",Games,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,PC,79-1331359
Portugal,10/27/2216,100640.7,"Wednesday, April 24, 2019",Electronics,Hilll-Vandervort,Celine Tumasian,Aurelie Wren,PC,84-7042200
Portugal,1/16/2432,169005.93,"Sunday, July 7, 2019",Books,Johns and Sons,Celine Tumasian,Hortense Gerring,Mobile,42-5303223
France,10/23/2005,32368.3,"Friday, December 4, 2020",Beauty,"Leffler, Prohaska and Streich",Othello Bowes,Crysta Halls,Tablet,04-6732680
Sweden,10/27/2058,46089.06,"Wednesday, September 11, 2019",Appliances,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Tarrah Castelletti,PC,84-9167618
France,5/31/2126,69548.62,"Wednesday, August 12, 2020",Games,Kihn Inc,Othello Bowes,Avrit Chanders,PC,47-5319780
Sweden,5/29/2086,58759.05,"Tuesday, November 26, 2019",Electronics,Stamm-Zulauf,Maxie Marrow,Tarrah Castelletti,PC,20-1013432
Bulgaria,3/12/2204,93195.76,"Wednesday, November 11, 2020",Games,"Hermiston, Simonis and Wisoky",Charil Alpe,Bernadine Fullagar,PC,87-5540520
Portugal,10/10/2523,182173.13,"Wednesday, June 10, 2020",Books,O'Connell-Mitchell,Celine Tumasian,Aurelie Wren,PC,59-3526945
France,3/2/2139,74584.3,"Sunday, February 3, 2019",Smartphones,Smith Group,Othello Bowes,Crysta Halls,PC,33-4706706
France,9/29/2349,139069.05,"Thursday, October 8, 2020",Appliances,Hilll-Vandervort,Othello Bowes,Crysta Halls,PC,51-9052860
UK,5/16/2152,74794.66,"Saturday, July 25, 2020",Beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Jay Morefield,Tablet,99-9021526
Sweden,10/2/2239,105231.51,"Tuesday, October 15, 2019",Electronics,Armstrong-Little,Maxie Marrow,Anita Woakes,PC,87-0122224
UK,10/7/2081,52635.24,"Wednesday, December 4, 2019",Clothing,Friesen and Sons,Jessamine Apark,Winny Agnolo,Mobile,88-1711226
France,8/26/2440,162577.96,"Friday, June 28, 2019",Appliances,Johns and Sons,Othello Bowes,Crysta Halls,PC,59-5711012
UK,9/27/2235,100284.52,"Sunday, May 12, 2019",Clothing,Wiza and Sons,Jessamine Apark,Winny Agnolo,PC,65-0792739
UK,6/20/2335,127926.09,"Saturday, June 1, 2019",Games,Stamm Inc,Jessamine Apark,Genevra Charrisson,PC,75-7245546
Portugal,2/16/2134,67959.25,"Sunday, October 13, 2019",Games,Larkin-Collier,Celine Tumasian,Brynn Dempster,PC,05-0243828
Portugal,4/22/2017,34757.86,"Thursday, October 22, 2020",Accessories,Morissette Group,Celine Tumasian,Aurelie Wren,PC,14-9919657
France,8/8/2243,100977.16,"Monday, April 8, 2019",Beauty,"Spencer, Rogahn and Muller",Othello Bowes,Ora Grennan,PC,47-9191500
Finland,11/6/2508,192869.73,"Wednesday, July 10, 2019",Beauty,Labadie and Sons,Hube Corey,Mellicent Mattys,Mobile,51-3543971
Portugal,10/14/2133,74400.46,"Friday, January 25, 2019",Electronics,Stamm-Zulauf,Celine Tumasian,Brynn Dempster,PC,14-4225824
Portugal,12/24/2166,80790.93,"Wednesday, February 12, 2020",Appliances,Tillman and Sons,Celine Tumasian,Hortense Gerring,PC,88-1349718
UK,1/27/2139,69254.99,"Thursday, January 17, 2019",Electronics,Tillman and Sons,Jessamine Apark,Winny Agnolo,Mobile,62-5120016
Sweden,6/5/2461,173029.46,"Tuesday, June 23, 2020",Electronics,Stehr-Bogan,Maxie Marrow,Caro Morfield,PC,19-4538571
Portugal,10/3/2189,85312.4,"Wednesday, March 20, 2019",Smartphones,McGlynn-Prosacco,Celine Tumasian,Corene Shirer,PC,01-1212783
France,8/18/2009,35109.8,"Monday, September 7, 2020",Appliances,Romaguera-Haley,Othello Bowes,Ora Grennan,PC,58-8728288
Portugal,5/29/2058,47756.88,"Sunday, December 8, 2019",Books,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,Mobile,95-2190016
France,1/16/2262,114132.43,"Monday, June 1, 2020",Books,"Zieme, Bailey and Herzog",Othello Bowes,Ora Grennan,PC,95-4388709
UK,4/30/1992,26770.53,"Thursday, January 30, 2020",Beauty,Gorczany-Lehner,Jessamine Apark,Winny Agnolo,Mobile,57-8678621
Ireland,10/2/1998,29339.96,"Friday, May 17, 2019",Other,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,Mobile,22-4278602
Sweden,1/10/2008,32793,"Tuesday, October 20, 2020",Beauty,Morissette Group,Maxie Marrow,Anita Woakes,PC,98-3280428
Italy,7/3/2005,32001.06,"Thursday, May 28, 2020",Books,"Spencer, Rogahn and Muller",Piggy Roscrigg,Joshua Prevost,Mobile,61-4366487
France,12/4/2375,149824.04,"Monday, September 23, 2019",Beauty,Dibbert Inc,Othello Bowes,Amelina Piscopiello,PC,55-2128150
Portugal,9/22/2002,29701.93,"Saturday, January 18, 2020",Beauty,Friesen-Rath,Celine Tumasian,Hortense Gerring,PC,60-0610487
Portugal,12/5/2226,102656.29,"Tuesday, June 25, 2019",Electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Hortense Gerring,PC,02-9253490
Denmark,9/17/2579,206727.65,"Sunday, December 22, 2019",Smartphones,Gleichner-Green,Modestia Byfford,Case Desorts,PC,65-2343846
UK,8/31/2164,76475.57,"Sunday, December 27, 2020",Appliances,Johns and Sons,Jessamine Apark,Winny Agnolo,Mobile,20-0499139
France,3/19/2623,208757.67,"Sunday, December 20, 2020",Smartphones,"Schmitt, Purdy and Johnson",Othello Bowes,Avrit Chanders,PC,32-3994860
Portugal,9/29/2493,175355.45,"Wednesday, July 24, 2019",Beauty,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,Tablet,72-7973717
France,11/19/2285,120633.87,"Thursday, May 28, 2020",Appliances,Armstrong-Little,Othello Bowes,Avrit Chanders,Tablet,77-0650807
Luxembourg,12/10/2125,68446.74,"Friday, March 1, 2019",Clothing,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,PC,34-5150360
Portugal,9/20/1953,17148.18,"Friday, March 6, 2020",Clothing,"Fisher, Morar and Skiles",Celine Tumasian,Aurelie Wren,PC,73-4726386
Sweden,1/7/2622,216165.64,"Tuesday, June 30, 2020",Electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Tarrah Castelletti,PC,78-6165949
Portugal,5/18/2678,229656.38,"Friday, July 3, 2020",Clothing,Stehr LLC,Celine Tumasian,Corene Shirer,PC,74-0191565
Sweden,3/9/2169,77722.25,"Sunday, August 23, 2020",Games,Konopelski LLC,Maxie Marrow,Tarrah Castelletti,Tablet,02-3364199
UK,10/3/2250,104975.19,"Wednesday, December 9, 2020",Books,Hessel-Stiedemann,Jessamine Apark,Jay Morefield,PC,39-8642490
France,7/28/2203,90588.12,"Thursday, February 6, 2020",Appliances,Konopelski LLC,Othello Bowes,Amelina Piscopiello,PC,50-8357453
Sweden,4/24/2081,52437.52,"Saturday, September 5, 2020",Books,Larkin-Collier,Maxie Marrow,Alyosha Meah,PC,68-6900528
UK,11/8/2101,64047.44,"Sunday, October 11, 2020",Books,Romaguera-Haley,Jessamine Apark,Winny Agnolo,PC,92-5154775
Denmark,9/5/1960,17938.1,"Thursday, March 14, 2019",Books,Wyman Group,Modestia Byfford,Case Desorts,PC,60-7777080
France,10/6/2315,129486.79,"Wednesday, January 16, 2019",Electronics,Considine-Fisher,Othello Bowes,Amelina Piscopiello,PC,54-1473475
Finland,7/12/2190,93063.6,"Saturday, February 15, 2020",Electronics,Johns and Sons,Hube Corey,Mellicent Mattys,Tablet,51-4531731
France,9/5/2144,72889.36,"Thursday, January 2, 2020",Smartphones,"Swaniawski, Runolfsson and Green",Othello Bowes,Ora Grennan,PC,20-6735303
Sweden,6/3/2190,84765.87,"Thursday, October 10, 2019",Electronics,Romaguera-Haley,Maxie Marrow,Madelon Bront,Mobile,97-5858605
Netherlands,10/6/1963,19147.4,"Monday, February 25, 2019",Electronics,Konopelski LLC,Denice Amberg,Nero Harbisher,PC,02-2183787
France,3/4/2128,73264.23,"Monday, May 18, 2020",Clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,65-5818172
Denmark,7/24/2007,31708.77,"Friday, March 15, 2019",Games,Tillman and Sons,Modestia Byfford,Cobby Andersen,PC,03-8586261
Bulgaria,3/3/2241,107776.58,"Saturday, September 19, 2020",Electronics,Wiza and Sons,Charil Alpe,Shermy McGready,PC,86-0928074
France,8/15/2302,126114.45,"Monday, April 15, 2019",Games,Friesen-Rath,Othello Bowes,Crysta Halls,PC,77-1100434
Ireland,8/2/2256,113050.41,"Wednesday, December 30, 2020",Smartphones,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,70-7426559
France,3/13/1995,28509.39,"Thursday, March 19, 2020",Smartphones,"Rowe, Hermiston and Kessler",Othello Bowes,Maighdiln Upcraft,PC,45-5963143
Portugal,11/19/2451,166116.5,"Thursday, December 5, 2019",Games,Schuster Inc,Celine Tumasian,Corene Shirer,Mobile,94-3590580
Sweden,9/17/2094,59220.98,"Saturday, March 9, 2019",Books,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,52-5981325
Portugal,4/30/2216,99686.48,"Tuesday, January 28, 2020",Games,Larkin-Collier,Celine Tumasian,Smitty Culverhouse,PC,74-7472724
Portugal,11/26/2294,116111.09,"Thursday, November 5, 2020",Books,Johns and Sons,Celine Tumasian,Hortense Gerring,PC,03-3965480
UK,9/6/2150,78266.76,"Monday, March 25, 2019",Books,Armstrong-Little,Jessamine Apark,Winny Agnolo,PC,64-4188827
Sweden,4/11/2540,185543.31,"Tuesday, June 2, 2020",Beauty,Romaguera-Dietrich,Maxie Marrow,Alyosha Meah,PC,66-5572109
UK,12/18/2601,212058.58,"Thursday, December 5, 2019",Appliances,Tromp LLC,Jessamine Apark,Jay Morefield,Mobile,44-2994974
UK,7/4/2242,108473.39,"Thursday, March 5, 2020",Books,Dibbert Inc,Jessamine Apark,Genevra Charrisson,PC,30-7981953
UK,12/16/2231,104005.09,"Saturday, May 30, 2020",Books,Altenwerth-Konopelski,Jessamine Apark,Winny Agnolo,PC,82-9740062
Finland,2/17/1978,24970.92,"Monday, May 27, 2019",Games,Hilll-Vandervort,Hube Corey,Wat Bowkley,PC,28-7069317
France,3/20/2146,78005.44,"Thursday, March 26, 2020",Other,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,PC,65-0441590
Sweden,9/10/2366,142809.54,"Friday, August 14, 2020",Accessories,"Shanahan, Schaden and Parker",Maxie Marrow,Anita Woakes,PC,60-1991659
UK,7/13/2355,146049.01,"Tuesday, June 23, 2020",Smartphones,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,15-2948501
France,6/29/2218,93365.45,"Friday, September 27, 2019",Appliances,"Schowalter, Lesch and Beahan",Othello Bowes,Crysta Halls,PC,02-6830973
Germany,10/23/2531,195435.4,"Thursday, July 18, 2019",Beauty,Johns and Sons,Rickard Doogood,Casie MacBain,PC,70-0112393
Portugal,5/15/2317,122258.74,"Tuesday, October 6, 2020",Electronics,Johns and Sons,Celine Tumasian,Aurelie Wren,PC,04-6161825
Sweden,9/21/2790,264592.51,"Monday, December 23, 2019",Games,Altenwerth-Konopelski,Maxie Marrow,Caro Morfield,Mobile,57-4142025
UK,6/3/2055,47384.61,"Monday, April 22, 2019",Games,Kihn Inc,Jessamine Apark,Winny Agnolo,PC,84-9254695
